drug,canonical_smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
GDSC708,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,-0.14642555,-0.012655681,1.3185357,0.56109273,-1.3820759,0.009601587,0.5157456,-0.0013558138,-0.01149518,0.004335992,-0.001419764,0.0058290884,-0.004962947,-0.192933,-0.0052265227,-0.006479956,-0.014945508,-0.040150587,-0.38412252,-0.866012,-0.020854127,0.1734951,-0.0013394295,-0.4321795,-0.0036995634,-0.0008301642,-0.0047785714,-0.6939631,-2.213156,-0.015506282,-0.009852558,0.015456511,-0.0023048893,0.016927822,-0.008173075,-0.029122261,0.005443438,-0.025605347,0.3890234,-0.013375916,0.028209144,-0.01394327,-0.027744632,0.013645098,0.006254835,-0.01211207,0.012506627,0.0011771545,-0.18077078,1.5675243,0.02069338,1.1540909,-1.7067987,-0.004789494,-0.0714907,-0.09238828,1.1438061,0.009937719,-0.0008879304,0.010679694,-0.7514596,-0.0036718696,-0.010321669,-0.10309814,-0.025414005,0.034064785,-0.020274742,0.016803201,0.18857531,-0.023105115,-1.2893513,0.01317757,-0.7972454,-0.008375397,0.0058554895,0.002004329,-0.78094995,-0.0071026944,0.0050416663,0.010395089,0.007080976,-0.9783328,0.07390247,-0.004222881,0.02254327,0.64760417,0.012697299,0.005362656,-0.16626573,0.02578047,-0.008438308,-0.02193901,-0.015963841,-0.00650079,0.23259385,-0.0015469827,-0.3769779,-1.5851954,0.016648153,0.004732147,0.00058499724,-0.0053984467,-0.44862017,0.011274584,0.0012043566,-1.1462648,-0.010687465,-0.022496887,-0.0031089713,-0.018006906,0.009848436,0.029105105,-0.024465177,-0.008718232,-0.0019498393,0.031713422,-0.029070979,0.8308818,0.014185279,-0.020293944,0.008579023,-0.02130042,-0.024277901,-0.007237859,-0.5076525,0.0004898135,0.0035230466,-0.004551731
GDSC709,CC(Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,-0.43109834,-0.023804052,0.18802477,2.25155,-0.9429941,0.021516846,1.0905762,-0.025514467,0.020455498,5.26011e-06,-0.027499381,-0.019115642,0.006455645,-0.22569916,0.014130212,-0.030451316,-0.016668793,-0.016608013,-1.1402684,1.1027976,-0.030429749,0.48656702,-0.015943335,0.08371821,-0.004737854,0.03368241,-0.013047524,0.6952061,-1.5137441,-0.0044151843,0.021446321,0.032682866,0.02071825,0.016252212,0.025782555,0.0075389557,0.002413215,-0.022057328,-0.07669669,0.028588522,0.003397962,-0.014254488,-0.14152792,-0.0028022155,0.010468377,0.0036999062,0.014457777,-0.013184354,-0.0060341004,-0.9983033,0.058388535,3.0734043,-0.45726082,-0.0049264356,-1.3986841,-0.56422347,-0.5442267,0.033667162,-0.047919415,0.017900763,-0.48530132,0.02292844,-0.013779966,1.726095,0.012204707,0.0031852797,-0.038399205,-0.024435202,1.0774658,-0.02303163,-0.9028494,-0.01496605,-0.009213075,0.0116134975,-0.020348605,0.00546012,0.8764402,-0.018116958,0.019267056,-0.011674343,-0.021995708,-1.0245242,-0.42583352,-0.010802317,-0.004318308,0.5282466,0.032619867,0.016661063,0.6192256,0.032864504,0.020193493,0.0016669224,-0.009251596,0.014168927,0.08832654,-0.045523603,-0.75505424,0.8006758,-0.0067497967,0.01221906,0.0100374175,-0.01814948,-0.94661,-0.018542908,0.013857499,2.029257,0.016737517,-0.0009345263,0.005645005,-0.040777043,-0.7623536,-0.0138230175,0.03608891,0.017976752,-0.010813966,0.044736527,0.018578136,0.7981019,0.032330025,0.0006355345,-0.015434977,-0.038022686,-0.06951575,0.005875854,1.8570217,0.00829322,0.034298144,0.0124356365
GDSC710,CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)CCNC(C)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)NC1(C)CCCC=CCCCC(C)(C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)O)NC1=O,-1.6583014,-0.020061951,0.66024804,1.1572127,-0.25530645,0.066031426,-2.0708466,0.034571867,-0.03574213,0.0025619566,-0.0124743115,0.012255512,-0.015344966,-0.06650428,0.06557556,0.06921079,-0.035393484,0.10309173,0.29469913,0.18396382,-0.084417835,0.7227312,-0.01679161,1.5615695,0.011110947,0.07700064,0.053169303,-0.6507892,-1.3577851,0.050517984,0.04282033,-0.02720233,0.0010420419,0.043918334,0.022631928,-0.018929575,-0.040831715,-0.0020078868,-1.3084798,0.005478464,-0.0063172225,-0.08248426,1.8501947,-0.049133807,-0.06527302,-0.041865766,-0.03207445,-0.0404425,0.62913406,-0.7827351,-0.0048767803,3.1341116,0.0628679,0.0765859,-0.93398285,-0.93518114,-1.3223095,0.10837169,0.014383979,-0.011285173,-1.3942248,-0.18329321,0.027463024,0.66540194,-0.024445333,-0.06076601,0.0068287086,0.028817832,0.27945316,0.0984166,1.0108627,0.010280948,0.3198752,0.09099775,0.0022334494,0.037267458,-0.5369107,-0.04267561,-0.05249678,0.052848592,0.007068772,0.692449,0.23250805,0.076924965,0.040372677,-0.22104189,-0.076033115,-0.09040296,0.10269542,0.004597686,-0.0034884587,0.06046806,-0.0023461953,0.014998249,-0.99026084,-0.09667373,-4.597501,0.7879669,0.021412013,-0.050454736,0.0072609084,-0.022844894,-0.7774461,0.07403507,0.027461633,1.082469,-0.052539155,0.049992915,0.008120406,0.081519626,-1.9279863,0.015874386,0.045206465,-0.58951604,-0.022395069,0.030943647,0.102532126,0.41342834,-0.07530556,-0.05701931,0.024688348,-0.07303869,-0.279302,-0.095337085,0.20021081,-0.04156452,0.06446044,-0.021282628
GDSC711,Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12,-0.1402115,-0.013711415,0.95693827,0.44892898,-0.05263266,-0.00718456,0.17621832,0.012602027,-0.017647069,0.0010905415,0.009009499,-0.00040041655,-0.002000261,-0.035173602,0.0021525323,0.0033393018,0.0014338344,0.0015609073,-0.0056918226,0.07306803,-0.016052641,0.076204106,-0.009613236,0.31115806,0.01163397,0.0016047526,0.0033766255,0.4473197,-0.103527665,0.012985036,0.00062133744,0.017007096,0.00072657224,0.00029564463,0.0055412725,-0.01726896,0.0026621176,0.009447942,1.5858787,-0.0030643619,0.008559814,-0.015442461,-0.11441058,0.015623942,0.0045562815,-0.0034041777,0.0062822476,0.018937618,0.019663524,0.1276343,0.0107157305,0.25196877,-0.35031283,-0.007634461,1.7032367,0.1585589,1.0836086,0.0011248896,0.020086091,0.004201039,-0.2077962,-0.015734944,-0.013267318,-0.52210504,-0.0031144395,0.009454764,0.011195514,0.0016723834,-0.020242576,0.008301511,-0.30263907,0.016517654,-0.05393486,0.026024526,-0.0056840293,0.0078233285,0.05668715,0.01678458,-0.012626043,-0.0013852585,0.014238317,-0.85890514,0.9395037,0.0022325888,-0.004700318,-0.024262335,0.007787477,0.0030938033,-0.1426099,-0.01720018,-0.007027488,0.005691055,0.00414552,0.010842452,-1.2175968,-0.006824054,2.4458475,0.6997419,-0.008960387,-0.0032758117,-0.0032557119,-0.0061873086,0.5236491,0.011788886,0.0036624968,-0.29604837,-0.016172035,-0.0016985703,-0.016261147,-0.0030769184,0.038622655,0.008965664,-0.015063659,-0.53737384,0.018268308,-0.014783613,-0.0017847847,-0.13663454,-0.0063328547,-0.007090546,-0.0002986975,0.003649686,0.037833314,-0.0008490514,-2.2845812,-0.009123116,0.00986744,-0.0019990737
GDSC712,CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1,-0.07211731,0.0042153588,-1.0681161,-0.981818,0.26617917,-0.018735442,-0.7644089,0.010681869,0.00073860586,0.014047645,0.003123682,0.0068906248,-0.003956821,-0.06648108,-0.019911408,-0.0030265823,-0.00576334,-0.0016100323,0.07872985,-0.6011156,0.0014922209,-0.29567295,-0.0071963323,0.8553446,-0.0023670346,-0.00120328,-0.0049086213,-0.4241835,-0.08524537,-0.0032639727,-0.01006566,-0.0031779036,-0.013990202,0.0006734207,0.0031596422,-0.012496936,-0.0011702627,0.010906531,1.0555457,-0.008426074,-0.0022335034,-0.0039847046,-0.024067339,0.0069197863,-0.0071391053,-0.0045750737,0.005397074,0.0062896907,0.014446434,0.73431003,0.0071685635,-0.05218112,0.5717161,-0.012870185,1.2717135,-0.824361,0.27837163,-0.008063526,0.01929852,-0.0017684968,0.7530489,-0.010860406,0.005482875,-0.65301347,-0.016077265,-0.0042088144,0.0103833005,0.015625909,-0.053761646,0.007698506,-1.0705682,0.00010450184,-0.21739185,-0.0033407155,0.006778002,0.003331774,-0.057533607,0.0033234302,-0.01414261,0.009908166,0.008803222,0.5323809,0.2519157,0.007917874,0.0015173815,1.2475919,-0.0075434856,-0.006810628,0.016245779,0.0048556887,-0.009052701,-0.0057628294,-0.0008115731,0.001413282,-1.2834383,0.014035549,0.15431587,-0.38026503,0.0032307524,0.00278005,-0.010317028,-0.0067958217,0.09346245,-0.010795139,-0.0056747496,0.08594572,-0.017402956,0.0016151043,0.0015045069,0.0043161884,0.12608042,0.0073474646,-0.013646646,0.029606855,0.011321811,-0.009544328,-0.010236638,-0.2816435,0.004800773,0.0056228414,0.005888749,0.011431082,0.0070004025,-0.021631163,-0.06427477,-0.004407221,-0.0023659943,-0.0030024718
GDSC713,Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1,-0.021110114,-0.018309869,-0.53973544,0.56185716,-0.24548568,0.019321682,0.066280454,-0.011847072,-0.008442543,0.0034800544,0.006232351,-0.006273009,-0.01840689,-0.0013684221,-0.005218759,-0.02649941,-0.010367516,-0.009077689,0.029106915,0.14096314,-0.0041266233,-0.116971284,0.010343087,-0.86798745,-0.0013074912,-0.0042970804,-0.01813439,0.23552269,-0.101849906,-0.0009971038,-0.0014194138,0.00039302744,-0.012258851,-0.002124885,0.013268612,-0.011457487,-0.007303333,0.0007155016,0.16737847,0.006959546,0.004396068,-0.006534349,-0.0372756,-0.0011095926,0.0069543067,0.01367097,0.009078637,-0.011453375,-0.0034494568,0.06332371,0.02257472,0.10021922,-0.09567161,-0.011575714,-0.5972911,0.31703946,0.019511703,0.0051522898,-0.006782569,-0.0030543827,-0.5101427,-0.0031161234,-0.0016331486,-2.3065846,-0.009241343,0.007835358,0.014833323,0.0029589236,0.049209774,-0.0068171322,0.9022851,0.0048848055,0.021132156,-0.00072061457,0.008051891,-0.000988083,0.08005375,-0.009553216,-0.013202272,-0.0018831827,-0.010140423,-1.7206968,0.01264064,0.00064209476,0.0023555122,-1.9392015,0.0037269015,0.0045925304,-0.033840727,0.010794871,0.01215918,0.0061300807,0.0007659532,-0.004308019,-0.6920536,0.0064339545,1.7863313,0.04793255,-0.0011456385,0.0018942095,0.0028861752,0.011993505,-1.104447,-0.008091118,-0.007643506,0.41407415,0.01028876,-0.006428739,0.0044750907,-0.008547515,-0.018354196,0.007848814,0.003518132,0.16559303,0.001969512,-0.010230146,-0.0076890048,-0.4035661,0.015084746,-0.00022003055,-0.006089106,-0.011473998,0.0021909964,0.0007232651,0.24221402,0.005794991,0.016152,-0.009724398
GDSC714,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,-0.111411035,-0.010564889,1.7801254,1.2840904,0.14733902,0.0057146363,0.02259291,-0.0009258548,0.0068722647,0.001581043,-0.002149891,0.019601293,-0.009532332,0.24823257,-0.018984042,-0.018375274,0.008718064,0.0041533564,0.3584513,-0.195454,-0.023500934,0.6468231,-0.0010133754,0.7986033,0.009373553,-0.009580867,-0.013864659,-0.008942157,-0.2978114,-0.0077912286,0.00557442,-0.0020298045,0.007042975,0.012576183,-0.007920772,-0.017327432,0.0019993018,0.011210622,-1.0799441,0.010962957,-0.009570513,0.009839065,0.07892798,-0.016102284,0.009530513,-0.0026793703,0.0015342161,-0.011575572,-0.21885376,0.31373104,-0.00367833,0.6582537,-0.7340657,-0.010722689,-0.9742208,0.41808915,2.5972688,0.001961329,-0.010832801,0.011341181,1.0758691,-0.00626681,0.010674372,-0.25220555,-0.03172891,-0.007946547,-0.004454041,0.018659025,-0.101351365,0.008768238,0.6867486,-0.0069672726,0.8586722,0.009301152,-0.004989866,-0.025105521,-0.57885635,-0.010274904,-0.011824481,0.0046226624,-0.0074523166,-0.49988917,0.031206783,0.0028577112,0.016001746,1.2178261,0.0060620476,0.0033486132,-0.23505218,0.00780686,0.015060727,0.011482043,-0.029198673,-0.010567257,-0.53879726,-0.0065859407,-1.2067906,0.35716674,0.01627714,-0.007331215,-0.003009066,0.009926733,0.14186504,0.0069813356,-0.013194591,1.5936385,0.0028552222,0.013669803,0.027484018,0.005240787,0.20219405,0.019308157,0.0025012908,-0.043891698,-0.0018321048,0.027436227,-0.020213163,-2.3194697,-0.0051730652,-0.010930546,-0.00831382,0.00047963695,-0.12116702,-0.017122805,0.7043718,-0.014337313,0.0061150054,-0.00446401
GDSC715,COc1ccccc1C1C2=C(CC(C)(C)CC2=O)N=C2NNC(C(F)(F)F)=C21,-0.2322553,0.059572414,-0.69033784,0.61208373,-0.8865741,0.005032083,1.3927966,0.027290873,-0.0012070704,-0.029359434,0.013167921,-0.025122102,0.00963974,-0.22652543,-0.002573669,-0.03346629,-0.0136977155,0.013642613,-0.9318831,-0.61134136,-0.0036152974,1.3138999,-0.025833901,1.0622909,-0.029437527,-0.03835933,0.032324642,0.3478959,-3.0103772,0.008299835,0.0014599822,-0.022124376,-0.027298294,-0.013897641,0.019851238,0.00033748895,-0.063400105,-0.024762576,0.7847973,0.034136552,0.05454176,-0.0065193027,-1.2607834,0.008608259,-0.04350478,0.029094623,-0.01554051,-0.055639993,0.3892257,-0.24873948,0.0026625055,0.34640962,-2.6949234,-0.0009516403,-2.614482,-3.4222622,1.1729271,-0.0019079046,0.0074799135,-0.019156229,0.10856112,0.0130988285,0.010033764,-0.46802953,-0.03463337,-0.00079105794,0.01778695,0.010048185,-1.2591703,0.024438888,0.67270225,0.038384173,-0.043812342,0.017238759,0.0051312633,0.018793188,0.7825303,-0.013327215,-0.0014885132,0.007579034,0.0022655018,0.5977762,0.59632397,0.0050869025,0.021252077,-0.7595661,-0.044392806,-0.025665492,-0.14733435,-0.0009918138,-0.015959688,0.016764924,0.00529743,-0.047632404,-0.37675,-0.0022375174,-0.6573238,-1.4915626,0.043456167,0.011925962,-0.047604673,0.007755019,0.7136308,0.025450487,0.019847408,-0.6067593,-0.018292943,-0.021716539,-0.036774583,-0.0021056086,-0.13951726,0.031651832,-0.0105062155,0.5637356,-0.035917528,0.024816643,-0.014013706,-0.7674034,-0.0008841483,0.012164876,0.0039559435,-0.001791701,0.559093,-0.0446473,-0.77211297,0.015470654,0.005704538,-0.04342356
GDSC716,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,-1.7695321,-0.0073340936,-0.08633832,-0.046134155,0.41677913,-0.057223983,2.5620413,-0.051814497,-0.010102402,0.019262165,-0.011900257,0.016197711,0.0069754943,-0.14050749,0.014286049,0.0038955025,0.024252897,-0.038888413,0.22186469,-0.04737133,0.0009414181,-0.1329682,-0.0060392986,1.5008469,0.014945954,0.02086797,0.02838888,-1.8532143,-1.1094109,-0.0016928241,-0.024042293,0.006166471,0.0055180015,0.009323373,0.034593344,-0.0011793952,0.017242381,-0.02117489,-0.1853882,-0.006412756,0.0054881573,0.026245795,-0.23100233,-0.0057963654,-0.00051199086,-0.020131152,0.017482676,-0.011923403,-0.12473145,-0.37829658,0.024475891,1.5954056,-2.506647,-0.0026701838,-0.9302529,2.0516417,-0.514711,0.016466875,-0.04982562,-0.0047609773,-1.1507981,-0.00066336244,-0.008939211,0.6911909,-0.044166088,0.019828193,-0.007850135,-0.010194048,-0.6370035,0.0058999285,0.3380722,0.014951326,-0.27006987,-0.004428791,-0.024658341,-0.042261153,0.8665257,-0.04253285,0.016133934,0.005442396,0.004318092,0.032113455,0.07819917,-0.018989392,0.023595393,-0.05686724,-0.0068053827,0.0077591054,0.10710555,0.027615696,-0.019224629,-0.005076579,-0.032814715,0.009211896,-0.94378465,-0.014075302,-2.272672,1.0515813,0.016990164,-0.009102296,0.0049438057,0.033580124,-2.1577027,-0.011988662,-0.005799748,2.087962,0.036308736,-0.03201836,0.026681773,-0.028416447,-0.43363804,0.0002950132,0.040887572,0.46837574,-2.5542919e-05,0.037313297,-0.0065622237,0.7140447,-0.010516111,0.020233452,0.0061830785,-0.007168591,-0.51617604,0.012135394,-1.9440705,-0.018378241,0.06437343,0.02443162
GDSC717,CC1CN(C(C)C)C(=O)c2cccc(NC(=O)c3ccncc3)c2OC1CN(C)Cc1ccc(Oc2ccccc2)cc1,-0.062568404,0.010860217,1.6154546,0.2238276,-0.249227,0.009624466,0.09082081,-0.018274657,0.001487514,-0.010612391,-0.009381333,0.014114134,0.00062471256,0.0016979016,0.013504751,-0.00902044,0.01080643,0.025600402,0.18025896,-0.48982906,-0.010208596,2.1003556,-0.0153246075,0.37069392,0.001654949,-0.005652899,-0.011815246,1.8565459,0.2149771,-0.018485747,-0.0047544986,-0.01573401,-0.02212809,-0.017946476,-0.0015818141,0.011117194,-0.0087613575,0.00022748671,-1.4828635,0.020086637,0.024238048,0.022853523,-0.038008075,0.004309766,0.0052607115,0.00055685267,0.0103335455,-0.020865075,0.13939106,0.972486,-0.008037617,0.39063987,0.22093783,0.009676188,-1.2187309,1.5915034,1.1095258,0.024794675,0.0050221644,-0.031025833,-0.68406886,-0.025791574,0.007873848,0.64500916,-0.017089352,0.008753896,-0.011889571,-0.0141570475,0.07876608,-0.02674672,-0.678624,0.009783693,-0.50979626,0.03017554,0.008390408,-0.02077789,-0.24338521,-0.00735138,0.013935433,-0.0061155315,0.011565153,-0.8856741,0.7906461,-0.010169417,0.013330195,0.24654996,-0.023260105,0.012366967,-0.46657768,0.016454607,-0.016439639,0.0071913972,0.012647096,0.0009113215,0.70049417,-0.012913186,-1.1979306,0.6041748,0.006011337,-0.020878633,0.011028563,0.0042210408,-0.8877364,-0.0018600225,-0.020435765,-0.4366212,0.021277297,-0.020751279,-0.009817132,-0.0024981871,-1.1207061,0.026894748,0.0069540436,1.0793387,-0.011501387,0.015691865,0.014199611,0.43002793,0.008868077,-0.017312728,-0.017255757,-0.005307854,0.40893245,0.001213409,-0.77929527,0.0064805085,-0.006771839,-0.020271257
GDSC718,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCCC3CO)cc2)c1,-0.7740233,-0.0041005695,-0.6674539,0.132118,0.10378733,-0.015697386,-0.8968874,0.0017915025,0.0077910516,0.006223239,-0.005052207,0.0068596452,-0.013848603,0.3250006,-0.0049721748,-0.008180235,-0.0031679738,0.009756434,0.6370059,0.23128209,0.0054863207,1.2351153,0.0028091345,0.17206916,0.004730411,-0.0018779831,-0.016160034,0.36306763,-0.14922889,0.0064761713,-0.011286382,0.00038874894,-0.02839357,-0.0034780595,-0.0018566214,0.010980267,-0.0061955024,0.018049771,-1.2162582,0.007961443,0.019448048,-0.0030014142,-0.07020022,0.010629818,0.011496952,-0.009497743,0.013659619,-0.0039262176,-0.050545678,1.2048765,0.007622168,-0.19977771,1.2213165,0.0053694397,0.9048472,0.13779815,1.8042718,0.011615475,0.014389373,-0.012008946,-0.47832537,-0.0024758577,-0.009885666,-1.1835687,0.004428774,0.0033086985,-0.0035557542,-0.0017247424,0.08801374,0.0009634569,-1.6911013,0.012347579,-0.75990707,0.017353002,0.014047354,-0.0020099906,0.6949507,-0.0031170044,-0.002863381,0.005092481,-0.006093774,0.7206255,-0.44683528,0.00806345,-0.0027097687,-0.7486571,-0.009747468,-0.006250456,-0.3727284,-0.004076749,-0.0059083328,-0.005460637,-0.0016230494,0.01305931,-1.2232063,0.004141055,-0.3786806,0.16404733,-0.009822565,-0.0019559562,-0.0006239405,-0.011600567,0.9924805,-0.015091591,0.0010329038,-0.06310412,0.0014101281,-0.020887457,0.0045339866,0.0022583008,-0.4004518,0.004819125,-0.00042999908,0.20330721,-0.0019407077,-0.0077425838,-0.00081884675,-0.31715477,-0.007858481,0.014505185,0.0039290357,-0.0029122585,0.08383088,-0.00016314536,-0.8596922,-0.0024825064,-0.008368633,-0.006213746
GDSC719,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,0.24326882,-0.013299395,-0.88339674,1.1056811,-0.15573892,-0.019185377,-1.1390516,0.0036274055,0.0019098371,-0.009148851,-0.019284494,0.0014085472,-0.005648464,-0.05531186,-0.001248531,-0.013243597,0.009259999,0.005455556,0.7369633,-0.664667,-0.017964251,-0.13910407,-0.009595461,0.5533895,0.002377741,0.02088762,0.020910382,-1.0810151,-1.6634024,-0.02186092,-0.00485231,0.007280579,0.019214509,0.013669614,-0.010339357,0.0028126277,0.005703478,-0.021456456,-0.49959594,-0.02035051,0.006019883,0.0069378167,0.76042473,0.011768684,-0.00014812313,-0.012033202,0.0045842305,-0.010841966,-0.024895053,1.5317084,-0.004056047,0.7061459,-0.8025375,-0.0021312386,0.21423338,0.33833623,-2.8825326,-0.0016091922,0.012276683,0.011138562,0.410319,0.00601808,-0.005957083,1.1173856,-0.0018168911,0.013249017,-0.0074965823,-0.006490305,-0.10437687,-0.019222565,-0.48988488,0.0147174485,-0.7872763,0.0061506536,0.029790442,-0.014207009,-0.17609456,-0.0059401263,-0.00027023407,0.012838323,0.01784126,-0.6214583,-0.78000593,0.005347807,0.001279898,-0.6599391,-0.0026509836,0.01096623,0.30747312,0.025281876,-0.00768793,-0.017313743,-0.011619472,0.02397472,-0.16770384,-0.02097096,-0.5580496,0.47739616,0.0105400365,-0.00014738366,0.016656581,0.021246478,-0.38624567,0.0036823004,-0.00656759,0.5451923,-0.0064273076,-0.01975468,-0.0070794933,-0.00788033,-0.21057956,-0.00354971,0.019799184,-0.37785193,0.004342779,0.029478155,0.009262855,1.3152828,-0.0022571092,0.0053416267,0.01889792,-0.021950828,-0.058652665,0.006197294,-0.1299918,-0.0014183501,0.0030285898,0.010968824
GDSC720,O=C(C=Cc1ccc(O)cc1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O,-0.06940868,0.015051763,0.3625619,0.90049195,1.6984657,0.018937584,0.6334961,0.007158231,0.01315401,-0.009678356,0.017058581,-0.02271058,0.0019177943,0.02227015,0.021135874,-0.008608971,-0.0014164969,0.0040860437,-1.0560359,0.8076875,0.0024134442,-0.48612562,0.013772094,-0.38111705,-0.008714333,0.011361156,0.012832411,-0.716234,-0.50019807,0.0123211,0.005521793,0.008551294,0.0120864855,-0.0044875685,0.012438312,0.002291426,-0.01432935,-0.007049392,1.2881975,0.010341306,-0.0017100256,-0.01395911,0.0981226,0.018834524,-0.008528804,0.0026062988,0.015583448,-0.0029352233,0.10912508,0.39480615,0.0064981966,0.22776574,1.2738007,-0.00078079104,0.3192706,-0.890269,-0.15683839,0.006795884,-0.0029330216,0.0027005053,-1.1730733,0.007286042,-0.010588933,0.48871633,0.0017572716,0.00954023,0.005458409,-0.022344865,-0.12871002,0.009863824,-0.8280135,0.019268595,0.30478653,-0.017213171,-0.016923513,0.021774556,0.2115846,-0.008598525,-0.01586823,-0.0014601629,-0.0057416633,-1.3067257,0.29778278,-0.0050311536,0.002080638,-0.522209,-0.0037667137,-0.014255345,0.05280489,0.0037648007,0.0046503954,0.005791773,-0.00013505854,-0.005263252,0.8048988,-0.018550396,0.72424823,-0.38129342,0.005013773,-0.0083430745,-0.0025480194,-0.014442112,-0.7003675,0.0013378523,0.020702489,-0.105245754,0.001343827,-0.010471583,0.00039369613,-0.023755826,-0.21253602,0.004793957,0.0067712325,0.34162012,-0.0035610583,0.0071148872,0.00807741,0.94653916,-0.007231201,0.0042072013,0.008432075,-0.010435646,0.058621373,0.007617414,-0.4657834,0.013807386,0.0056324415,-0.0009705839
GDSC721,CCOC(=O)NC(=O)C(C#N)=Cc1ccc(Cl)c(Cl)c1,-0.0821073,0.008479883,1.4583987,-0.95244217,-0.081196055,-0.009064888,0.47718284,-0.012801479,-0.015353497,-0.0079907775,0.008762337,-0.018133562,0.0002601333,0.03483729,0.0033272132,0.014448192,-0.0023201704,-0.0023939023,0.20633861,0.27399412,-0.0072993003,0.24137448,-0.016482424,1.3845811,0.009190425,-0.0075347982,0.003745705,0.67939675,-0.031022714,0.005261317,0.0037657581,0.009518979,-0.011631279,-0.0076739956,-0.002057746,-0.00030056573,0.0010786913,-0.0024229037,-1.1736456,0.00094043097,0.013107454,-0.0021971017,-0.23129866,0.0062356964,0.0021855514,0.007476663,0.007438563,0.0017485395,-0.03129175,0.50306207,-0.004088533,-0.40990436,0.17150098,0.0074852854,-0.14856488,0.23464005,0.28653616,-0.003161014,0.006375782,0.008043712,-0.55055535,-0.013410948,-0.0041548945,-0.08912155,0.0048474893,0.0012474135,-0.00045116246,-0.00066159293,0.0979016,0.009411499,0.5738915,0.010366768,0.14709195,0.011786779,-0.009735223,0.0009427639,0.17357692,0.0051038526,-0.0041223858,0.0032190215,0.009870101,0.1672048,0.80746245,-0.00026562437,-0.0047458448,1.1227118,-0.008528072,-0.00605762,-0.15478706,-0.001963459,-0.015433922,0.0036549459,0.011666805,0.00277742,0.17306909,-0.007898651,0.7924227,0.37491053,-0.013556533,-0.006590668,-0.00965156,0.0030284561,0.30089432,0.0015214495,-0.0032950416,-0.76998955,0.0003589957,0.0055312635,-0.01426189,-0.009913094,-0.035660874,0.012479879,-0.0074937968,-0.4868334,0.003751556,-0.012504622,-0.0051603094,-0.15887661,-0.009522475,-0.008195646,0.007178629,0.014902472,0.044321295,-0.00378914,-1.332089,-0.0009843603,0.0029073306,-0.0036554672
