drug,canonical_smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
GDSC267,CC(C)Nc1cc(-c2c[nH]c(C(=O)NC(CO)c3cccc(Cl)c3)c2)c(Cl)cn1,-0.37013307,-0.012060872,-0.22722583,1.4892251,-0.19119622,0.030563233,0.7079782,0.02228196,0.017798727,-0.017394345,0.0077513196,0.011574373,0.010411158,-0.03710069,0.0040653795,0.00575291,0.009886,0.0173841,-0.6613879,-0.33785704,-0.01773053,-0.89848274,-0.009089684,-0.005304415,-0.0021171756,0.024578653,-0.0074704215,0.29213098,0.5861721,0.010556877,0.016217874,-0.014571806,0.0037404415,-0.024704983,-0.01188999,-0.035408698,-0.023572264,0.01376145,1.2400072,0.018708935,-0.0006244108,-0.021469563,0.29000783,-0.0038068295,-0.002216177,-0.010651175,0.020313062,0.010244444,0.12601495,-0.85535765,0.010356471,1.0150542,0.8272813,0.002211444,0.50999165,1.4083204,0.40322027,0.03608516,0.0035801418,0.0055162576,-1.155178,-0.010946184,-0.010333096,0.60217434,-0.03197421,-0.007946517,0.021066096,0.005256735,-0.048884474,0.006187007,-0.8970179,0.016732715,0.0004890375,-0.009492656,-0.002009794,0.017852277,-0.09946704,0.0031146863,-0.01982811,0.0109962635,-0.013644811,0.3568357,-0.34204596,-0.007948082,0.010119192,1.0406231,-0.0057314113,-0.0052701943,-0.68601835,-0.0046735294,0.010416318,0.02179101,-0.018048838,-0.009630254,-0.9721978,-0.00721094,-0.55289793,-0.911038,0.013252998,-0.014062192,-0.009335276,-0.019810542,0.29437914,-0.013361953,-0.002638206,1.6026335,-0.0051169572,0.0070116697,0.015013978,0.00546705,-0.8362994,0.011645585,-8.7934546e-05,0.28093696,-0.004135936,0.0080264695,0.0004646182,-0.51540196,-0.005858016,0.0010724217,0.010414952,-0.036768805,0.08847965,-0.024909366,1.2959732,-0.0068771914,-0.004804778,-0.0144289145
GDSC268,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0.19821967,-0.12740068,0.90941805,-1.6218898,0.5043165,0.014434673,0.7794622,-0.013091516,0.0124053,-0.033239305,0.052451584,0.06648565,-0.032239832,0.5398361,-0.024007134,-0.015373103,-0.042128008,0.08360122,0.91061234,0.27895465,-0.08636933,-0.0653045,-0.08315652,0.5561056,-0.041619517,-0.040029176,0.040795453,-1.5534763,-3.0122383,-0.037411004,-0.0042806603,-0.00047242828,-0.02176879,0.02957444,-0.028511133,-0.059255734,-0.057842396,-0.014109827,-0.7754967,0.045826737,0.005681591,-0.09002479,-0.5429845,0.035774592,-0.06377915,-0.004419554,0.015944675,-0.02824384,-1.0695713,0.46746755,-0.012835443,3.3462489,-0.40863398,0.016516522,0.64616054,1.665631,1.9046943,-0.008738693,0.020902772,-0.016689459,0.33300102,-0.09822759,0.0036422685,0.8830044,0.007689275,-0.09504596,-0.008893603,0.050565183,-0.29346192,-0.005052112,-0.509993,-0.0025108233,0.57274234,0.042629883,0.02857914,0.014986333,-1.6718616,0.016069999,0.021976305,0.03568818,0.010760959,-1.9895933,0.4975165,-0.018303707,-0.014698915,-0.1210733,-0.046166774,-0.03865747,1.7710648,0.023078047,0.017457377,0.04471279,-0.014253765,-0.034357376,0.16165242,-0.023437824,-2.9173179,-2.1380858,0.02001484,-0.017328452,-0.034221034,-0.09523019,-1.2225415,0.07045925,0.08566629,0.39654726,-0.06760509,0.04638512,0.017701061,-0.003032621,0.13520454,0.010449484,-0.014005358,-0.680833,-0.003977577,-0.02464708,-0.014685245,0.55967283,0.018937405,-0.0010306612,0.030157803,-0.04901672,1.8347404,0.013996919,2.1099,-0.019849662,-0.056869432,-0.048408687
GDSC269,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,-0.013025423,-0.0047140326,1.3537405,0.75873584,1.208238,0.0014221817,0.63577133,0.0061340863,-0.005707316,-0.0076272637,-0.0022556111,-0.004177995,0.0016906485,-0.048275977,0.0050260723,-0.013252776,0.0042660274,-0.011923429,-0.40176764,-0.065981686,0.0035619214,0.38822478,0.015229567,1.4908965,-0.003653057,0.005177712,0.008446261,-2.5521584,-0.27718323,0.010001391,-0.013402559,0.0025671087,0.029875483,0.0022117626,-0.00092532486,-0.009725717,-0.007892214,-0.008695912,1.3882151,0.015719688,-0.0066365805,-0.0011549592,-0.06864183,0.013059743,-0.0038862135,-0.012100425,-0.0061395913,0.0005710125,0.023503978,0.21560091,0.008685606,0.17121436,-0.21041176,-0.008864306,0.7568558,0.20937538,-0.05831214,-0.023281911,-0.008391678,5.886238e-05,1.3831468,0.013711743,-0.018072983,1.3083129,-0.012033269,0.013054185,1.3213605e-05,-0.015248347,0.065468475,-0.009647325,-1.3898491,0.0027434789,0.33206442,-0.012147913,-0.019093279,0.0082197795,0.11910391,-0.0038395543,0.0014043418,-0.0048851687,-0.002267439,-0.38744563,0.9535541,-0.015720308,0.0034613386,-0.36990377,0.017623771,-0.0012896806,-0.07104987,-0.0023854412,0.014007781,-0.0053788563,-0.012273647,-0.0037238132,0.3513746,-0.01647197,0.8321009,-0.17489165,0.0113317,-0.014289342,0.009781946,-0.011512294,-0.5219978,0.014744546,0.009295508,-0.84122735,-0.0065847784,0.008700714,0.0106111895,-0.02644521,-0.055460047,-0.0006386116,-0.0033134716,-0.089383215,0.008738432,0.026800647,0.0032242015,0.58025986,-0.0068434915,0.0012599379,0.011893515,-0.007081573,0.11727083,0.008128986,1.3039231,-0.0075601563,-0.0032186871,0.005422147
GDSC270,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],-2.3223538,-0.031835247,-0.48718402,1.4387953,1.9748477,0.0004509436,0.36343056,-0.008411154,0.030920893,0.055275925,0.03250432,0.025473446,0.002607096,-0.41939965,-0.007185973,-0.00690338,-0.024631962,-0.017348222,-0.23853782,0.17825834,-0.008771107,-0.16063993,0.014133728,-0.7233838,-0.0048761666,-0.0026099775,-0.023802046,-0.34430143,-1.7336897,-0.0014294237,-0.041047834,-0.009631911,-0.0034816144,-0.007928601,-0.024903353,-0.04963935,-0.0074291956,-0.03488508,-0.018076288,0.013900909,-0.022936428,-0.02161885,-2.107222,0.050231934,0.028794816,0.009380465,0.04411202,-0.009156622,-0.7683858,1.5015072,0.010724401,-0.801355,-0.54428315,-0.011710219,0.22870965,0.31409138,1.3241282,-0.0005232515,-0.018225059,0.030370155,0.12308722,-0.004220143,0.03649748,-0.6854924,-0.041709483,-0.014896002,-0.0012088344,0.028609365,0.13932161,0.021361656,-1.4574084,0.018526666,1.5918261,-0.03483677,-0.01779,-0.0029839678,-2.183225,-0.023557208,-0.022748409,0.019709483,-0.010802027,-1.0817251,1.536766,-0.033181675,0.0073241703,0.62734693,0.02993385,-0.03147216,-0.047149513,0.019414097,-0.010961875,0.013109704,-0.027621293,0.014112303,0.12324422,0.012479462,-1.9192348,-0.49201822,-0.006806013,-0.008508295,0.018213205,-0.008719932,-0.43758166,-0.0127146095,-0.021347508,0.27091086,-0.0072074346,0.0052691167,0.0471024,-0.018627785,0.46846336,0.0516987,-0.020474494,-0.16918752,0.007090948,0.024355646,-0.015203765,0.8728025,-0.0063244496,-0.024502322,0.019184329,0.0072105518,-0.27219337,0.032253288,0.35423085,0.029415233,0.025100082,0.04161438
GDSC271,COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,-0.33268547,-0.006594211,0.2531755,-0.9562246,-0.77728766,-0.02459341,0.8427864,0.003174351,0.0050148554,-0.023597918,0.0036148392,-0.014016021,0.0049271956,-0.03900542,0.012680016,0.029473992,0.0034103356,0.018654414,0.74725735,1.4948184,0.0058277585,0.41142768,0.004797975,1.200146,0.002642341,0.005390739,0.016301677,0.5842692,0.2798358,0.03272954,0.018120382,-0.007408647,0.012266799,-0.0036223102,0.0056828856,0.02164467,-0.012906097,-0.0062704207,-0.5719706,0.021387324,0.0246503,-0.009149622,-0.02468123,0.016805328,-0.01380831,0.0057159234,0.020702027,-0.00564304,0.017637327,-1.0500777,-0.009559026,-1.2680719,0.7208413,-0.0001925677,0.06727853,0.51935405,-0.2718025,0.008417222,0.0016942546,0.026813203,1.6877707,-0.010718547,-0.018783405,0.067736216,0.0055766627,-0.011809338,0.0044936836,-0.007053364,0.080865055,0.029538736,0.054145284,0.032028023,0.84664565,-0.0035493057,0.004795458,0.034851134,1.0706581,0.000234765,-0.009992825,0.011459757,-0.019300655,-2.5851378,1.1636975,0.0054085515,-0.022622503,-0.54951715,-0.024334244,-0.019935358,-0.86502975,0.00027655438,0.004504796,-0.0035948565,0.015505727,0.025594065,-0.77018774,-0.037224043,-0.50890684,-0.153448,-0.025415052,-0.0075865835,0.005720702,-0.019181004,1.9997824,-0.011101931,-0.00863827,0.9443814,-0.007735803,0.008224758,0.0038004508,0.001975488,-0.22010328,0.0074065104,-0.021773152,-0.9630053,0.016926926,-0.026986666,-0.009714292,1.3684877,-0.014778025,-0.0051579922,0.023836564,-0.005579344,0.07070951,0.0029252134,-0.31595933,-0.0008264644,-0.0008590808,-0.009600402
GDSC273,Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2cccc(F)c2)sc1Cl,-0.2754795,0.014031575,-1.4972805,0.50332516,0.036021616,0.030214345,-1.4115517,0.0029160916,0.040109314,0.022594407,0.023098227,0.05044078,-0.0029667206,-0.09670757,0.0036348775,-0.018372152,0.0059099942,0.018465351,-1.6449426,-0.42987347,0.010072205,0.32826364,-0.02728445,-0.1822957,-0.008139536,-0.01728244,0.0039966255,1.3827896,0.6020231,-0.0015087351,-0.022897162,-0.027411927,-0.027030181,-0.008939842,-0.013753291,-0.015560859,-0.012291357,0.009837519,0.9396622,0.049310964,-0.027980901,0.005365409,-2.658575,0.015105873,0.0010874141,0.021538567,0.0015676841,0.0027139783,0.35429865,-0.93745244,0.007566515,1.2600722,0.91968375,-0.002607666,0.14275956,0.8658375,1.77198,0.020914529,-0.019054143,-0.028617242,0.09650732,-0.011578545,0.04246092,1.2734839,-0.009177737,-0.039474845,0.009697489,-0.0005945489,0.20878796,-0.017961733,-0.17175761,-0.04629733,0.8747418,0.030233981,-0.019421201,-0.013394965,-0.5483564,0.015495835,0.008795915,-0.008679305,0.008462075,0.675599,-0.042520635,-0.049916662,-0.02661211,0.40613505,0.028856626,-0.0043622777,0.86061954,-0.018973043,-0.0018282458,0.036752537,-0.01057528,-0.012246491,-0.6513565,0.032709256,-0.14297104,1.1401474,0.003853839,0.02171684,-0.0055456785,-0.00649029,-1.1089617,-0.013295434,-0.009638809,0.016783547,-0.03302289,0.015707325,-0.014633287,0.00418327,0.87249076,0.0069528,0.009899289,0.44331652,0.015311524,-0.0043527186,0.030306168,0.9357547,0.0151823955,0.008044943,-0.027875144,0.012785768,-0.049956992,0.0021596402,1.4788445,0.037497453,0.0015877113,0.033295985
GDSC274,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1,-0.0116508985,0.0054510906,-0.60051805,2.1564925,-0.44552252,0.018610934,2.2330127,-0.005407065,-0.019617323,-0.009846173,-0.0026605874,-0.02872267,-0.008010652,-0.17275435,-0.011471391,-0.005818989,-0.010611617,-0.023789428,-0.19054359,-1.8625554,-0.025929902,-0.6544205,-0.0067407447,0.60756785,-0.0077523813,-0.0027506268,-0.0020676106,-0.03896544,-0.41463867,0.007591434,0.0040452443,-0.0046651345,0.0056021754,0.0065689962,0.0064435527,-0.033485085,0.012293823,-0.009231234,-0.42567348,-0.038471624,0.03181977,-0.007505361,0.2862667,0.00015867501,-0.0063386913,-0.011120234,-0.0015440285,0.0055164546,0.026677564,1.6201118,0.021456396,1.5001084,-0.14016283,-0.005132705,-0.24948172,-0.15055007,0.39751005,0.007758883,-0.013579603,4.440872e-05,1.0802349,0.00873518,-0.028061759,-0.77157587,-0.03058698,0.0324642,0.0078146085,-0.0030915886,0.38613272,0.0015369356,1.7771231,0.0017818138,-2.0312994,-0.009524221,0.0011552051,-0.0011774739,1.0227071,0.0048949067,0.0043120836,-0.007989783,-0.011266872,0.2883208,-0.044555902,0.020374354,-0.0027166791,-1.0259224,0.0021342803,-0.012612905,-0.2308728,-0.013918156,-0.0036676116,0.009104348,-0.012613658,-0.011302387,-0.8023454,-0.0065744445,-0.6200402,-1.4672863,0.021569973,0.00085956976,-0.029464222,0.015966553,-0.40948132,-0.013213895,-0.012321934,-0.08978833,0.0044265892,-0.017226607,0.013391197,-0.015460677,0.08805968,-0.00571122,-0.015043101,-0.6396862,-0.0057494687,0.014051199,-0.020273557,1.0444592,0.010601771,0.0076698065,-0.028020713,-0.034270637,-0.0010407018,-0.020952854,-0.2318711,-0.018802103,-0.0006602779,0.0063018547
GDSC275,Cc1csc(=NC2CCCCC2)n1N=Cc1ccc(O)c(O)c1O,0.36573523,-0.008784258,0.2074712,0.7500003,-0.6609651,-0.012040974,0.62277335,-0.00015606254,-0.017193329,-0.023713525,-0.008005772,-0.012269173,0.0036054961,0.023343913,-0.0015436709,0.009700887,0.010719292,-0.015602015,-0.7188196,0.5269096,0.005549904,0.026068555,0.023463296,1.2725029,-0.002071429,0.0037193466,0.007228844,0.38883317,0.14726417,-0.0005482584,0.01956893,0.0037539788,0.012616521,0.0076400097,0.0003123954,-0.014629092,-0.00597859,0.020023478,0.99714315,0.006949348,0.004110465,0.006994784,-0.20470113,-0.0026218072,-0.0083576795,0.0051604994,0.0025789738,0.0026594177,-0.02806378,-0.96995,-0.0008837031,0.48985216,1.4852993,-0.015632547,-0.94086194,1.4755622,0.068658404,0.02254961,-0.00078615546,-0.009375187,1.338312,-0.008912146,-0.011958961,-0.513651,-0.0066644624,0.0059589744,-0.009121211,-0.001628045,-0.0011479855,-0.0036732778,1.097814,0.010252681,-0.6093351,-0.01727965,-0.0013774037,-0.0023201173,-0.3979094,0.003169409,0.0032365774,-0.020192206,0.009963039,-0.24492516,-0.27431285,-0.0020025112,0.0015283152,-0.6391584,0.0010242965,0.015612224,-0.7952527,0.00852881,0.015024003,-0.0030271418,-0.002388958,0.014124425,-0.88950783,-0.018031824,-0.025453668,-0.25138626,-0.010856606,-0.017897295,-0.00842879,-0.0001818873,-0.13965942,-0.01683195,-0.023600161,-0.5203189,0.0052240407,-0.0088148685,0.007534571,0.0031384565,-0.31431934,0.007839881,-0.0012712106,-0.25924727,0.002771826,0.00022621453,-0.0011084918,0.4916166,0.020266388,-0.010872483,-0.0071743727,-0.012495774,-0.027396357,-0.017559528,-2.03233,-0.0017558705,0.0029058787,0.014906964
GDSC276,NCc1ccc(OCCCc2sc(-c3ccc4c(c3)C(=NNc3nc5ccccc5s3)CCC4)nc2C(=O)O)cc1,0.022826657,0.01700396,-1.652705,1.6359441,0.6204308,0.02761061,-0.7317186,0.034289803,0.00828184,-0.01662552,0.0011579487,-0.011713177,0.024747156,0.25189543,0.0232094,0.012542605,0.028591285,0.036870208,-0.19309169,-0.9690006,-0.0138833,-1.6378735,0.0011951034,-0.26665372,-0.009848848,0.03165585,0.021684311,0.3519735,-0.19867682,0.025763791,0.009462375,-0.015540128,0.03215745,0.0045238994,-0.028956734,-0.0034839474,-0.022059118,0.025011899,-0.21272388,0.0017066904,-0.028454125,-0.0063641407,0.019124836,0.013877213,-0.009689266,-0.035855085,-0.0031318218,0.025667056,0.8029342,-0.81624705,-0.031868998,-0.8008767,3.21479,-0.017798796,2.3709846,-1.3763748,-0.12686636,0.0059684487,0.0121174455,-0.014023414,0.7107076,-0.0035160184,0.025822086,2.1650856,-0.0076374263,-0.059609108,-0.003349742,-0.0060277134,0.63741016,0.035910502,-0.56656414,0.0032278039,-0.829941,0.0077127106,0.029129261,-0.012378892,-0.74591243,0.020793755,-0.02645258,-0.011979073,0.012600634,-2.2844975,-0.14978912,0.009628724,-0.004562579,-0.24216169,-0.027060062,0.012223545,-1.5536033,-0.07553175,-0.0015080757,0.052746866,0.02590881,0.033256583,0.12420078,0.004234448,-1.2703781,3.6698327,-0.009158916,-7.0527196e-05,0.03025686,-0.022377962,0.58063656,-0.029638357,-0.027365357,0.44180936,-0.029629527,0.0036255391,0.005333476,0.0015432872,1.7323745,0.025354072,0.0179976,0.5166911,0.013667112,-0.0033950284,0.06543203,-0.48084995,-0.020599699,-0.0047794357,-0.038828436,0.0077827303,0.3458155,-0.019549128,-0.866722,-0.0039850594,-0.05122368,-0.0034181164
GDSC277,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1C,0.48636392,0.022344932,0.65848464,-0.9573795,-0.94841146,-0.008206609,-1.2931671,-0.019331459,-0.013641898,0.008939721,-0.019713689,0.01616963,-0.009103239,0.3083814,-0.024030156,-0.011318035,0.0039424207,-0.012874883,0.08893818,-1.3244969,0.016737904,0.011392998,0.004273287,0.40834045,0.0063810013,-0.009105392,0.0013685524,-0.6190885,-0.48403135,-0.009277768,0.01736197,0.017592805,-0.014384382,0.03510794,0.014861047,0.01948417,0.019315945,-0.0026887981,-1.6390452,-0.0014523788,0.0022073276,0.016303152,0.4611283,-0.034561917,-0.0021127053,-0.014975335,-0.021514446,-0.0038206205,-0.082012355,-2.2370777,0.01518709,1.2707092,-0.1859453,0.00058499724,-1.4196184,-0.43687314,-0.052710306,-0.00022370182,-0.0019391105,0.0061222664,-0.42510656,-0.014117718,-0.010206957,-0.89681214,0.018485516,0.022603713,-0.034970783,0.0136809945,-0.008772738,-0.016424641,-1.2660857,-0.021590948,0.728742,0.011021249,0.016769562,-0.018156994,0.2994513,-0.014653048,0.014003623,-0.013695509,0.009037968,-0.7686405,1.2598743,0.020670108,0.019931283,-0.41055202,0.0054404996,0.045571826,-0.06753132,0.0073440485,0.006241869,-0.016850432,0.002177205,0.007883426,-0.46716878,0.0117742345,-0.489017,0.49783182,0.012915375,-0.004665356,-0.008108981,0.014557257,-0.0732621,-0.015399098,-0.009031929,-0.78933746,0.030912165,-0.008561329,-0.01688776,0.00027697533,-0.19255571,-0.0080985725,0.018331107,0.3313678,-0.002748788,0.01237493,-0.019394053,-0.3780836,0.0037020175,0.0036611184,-0.004173547,0.014334304,-0.3133022,-0.019971095,-1.2895288,0.005878467,0.029856253,-0.004704768
GDSC278,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.10253877,-0.0076611144,0.7615527,2.2767541,1.03838,0.02685473,-0.35037592,0.023599517,0.029609326,-0.019533452,-0.027741559,-0.027697299,-0.0029243566,0.12867326,0.039987184,0.0076987743,0.028288452,-0.02539855,-0.9680259,1.1866558,-0.0044804066,-0.23045649,0.075048395,0.60996383,0.016462713,0.050639935,-0.016451597,0.16542923,-0.014295299,0.009316474,0.037187677,0.00569964,0.0455955,0.009951625,-0.015081316,0.0006918553,-0.025565868,-0.0054016337,-0.18502893,0.0030795285,-0.01645219,0.004483752,1.5189669,-0.02680479,0.027209966,-0.009849135,0.011596024,0.012127519,0.34812135,0.020522062,0.011100333,-1.4680108,0.3686978,-0.013488881,-1.4055946,0.42554253,-1.6675634,0.023991589,-0.013378561,0.039885208,-1.2172717,0.012102254,-0.004815855,0.9953858,-0.008863568,0.019768775,-0.026453258,-0.0055764765,0.70029026,0.0057121217,-1.5671438,-0.0057073534,1.4945655,-0.051522613,-0.013500359,0.008361577,-1.2342793,-0.02240751,-0.022735989,-0.0081902845,-0.01806727,-0.9532907,-0.5101708,0.020334939,0.043909263,1.052736,0.0031685159,0.018672042,-1.4210671,0.028236464,0.033983998,-0.011873185,-0.0010093972,0.013452173,-0.9172734,-0.014870197,-1.1200901,-0.23195486,-0.002095852,-0.0011716224,0.053688552,0.0153401345,-0.3584151,-0.0076617785,-0.03552673,0.37716994,0.035344113,-0.001345735,0.028399993,0.0033273026,-0.11750956,0.0053715184,0.010043403,-0.11653697,-0.0059384704,0.053973984,0.022992587,-0.51565623,-0.014643906,-0.017491505,0.017523475,0.005149891,-0.7211744,-0.0074924156,0.11599734,0.004199238,0.00829947,0.013887856
GDSC279,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,-0.1452639,0.002985249,1.7404699,1.2454517,-1.0096128,0.00220899,-0.019504359,-0.0030141154,0.010963646,-0.0044425055,0.0018663928,0.025493413,-0.0029433519,-0.058831427,-0.009871818,0.001373969,0.007866081,0.020847293,0.89755046,0.14662705,-0.009214506,-0.4954084,-0.019446531,-0.66131175,0.013106361,-0.0099638,0.009748787,1.002742,0.13768421,-0.00035307556,0.0070051327,-0.011968516,-0.008472021,0.0034103543,0.0059410036,-0.005694829,0.0023566969,-0.0051483056,-1.0422803,0.024091898,0.02229563,-0.002966702,-0.45981938,0.0034621432,-0.0062812045,-0.009499174,0.0068896413,-0.009199463,0.19795077,-1.6029104,0.0075455406,1.5301837,-0.60967606,0.017563853,-0.7587242,1.2451268,-0.030275658,0.03787252,-0.011911385,0.016888086,-0.2665316,-0.019131307,-0.0058713974,-0.68637145,-0.011823468,0.0028095543,0.0074843783,-0.00032390654,-0.024348412,-0.015545286,-1.328147,0.006117843,-0.9256967,0.037667934,0.019827116,-0.0012844158,0.9758138,0.0026019579,0.0049358127,0.011260744,0.0078089796,-0.5738274,-0.45230645,-0.005417347,-0.021119162,-0.31055388,-0.0078383945,-0.0022619553,0.41908422,-0.008877493,-0.02123005,0.0019478409,-0.014744142,0.010515163,-1.261514,-0.009501491,-0.41668504,-0.3303498,-0.007436767,0.007259324,-0.019618966,-0.0058134273,2.0135114,-0.015090123,-0.014486276,0.33366665,-0.017180601,-0.01703936,-0.012707148,-0.0032136813,-0.35380045,-0.00734514,0.0042190105,-0.11841583,0.014320446,-0.0057565197,-0.012223663,1.3051176,0.010303776,0.00053618103,-0.002073191,-0.040458415,-0.0064272126,-0.009733263,-0.3679525,0.0108021805,0.012909576,-0.0089417705
GDSC281,CC(C)NCC(C(=O)N1CCN(c2ncnc3c2C(C)CC3O)CC1)c1ccc(Cl)cc1,0.20855361,0.0136091495,-0.3244294,-1.0965351,0.7161941,-0.01327944,-0.048086785,0.012424829,0.010584324,-0.0047227144,0.003082879,0.0068812966,0.011932522,0.03777785,0.010561384,-0.00873008,0.003770575,0.02118284,0.8106624,-0.35387167,0.0050836764,0.40871146,-0.02081286,0.9819145,0.0027775355,-0.0072779655,-0.0022895336,0.13213848,-1.2555257,0.0012589544,-0.018799834,-0.01721863,-0.023057926,-0.03197664,-0.011925373,0.016362946,-0.0301272,-0.02747865,-1.4667376,0.039972834,0.014485141,0.005425267,-0.83204097,0.023946188,-0.02596268,0.021144431,-0.0032288507,-0.026080348,0.40954584,1.1189358,-0.009321528,-1.3715092,0.32696402,0.0043589324,-0.4958219,-0.40970263,-0.30344957,-0.019227058,0.01292064,-0.008842094,0.6071938,-0.010076426,0.012227902,-2.3694484,-0.026872627,-0.013356913,0.011992763,-0.009270649,-0.27922958,-0.0020472035,0.12887919,0.015824083,1.2854979,0.022779379,0.032381162,-0.0056183524,0.063156255,-0.019769233,-0.03490813,0.015906267,0.009949926,-0.87121964,-1.4015826,0.008117072,-0.006941762,1.5098885,-0.03193124,0.0063993484,-0.4392145,0.011334114,-0.017291032,0.0033873797,0.022011448,0.005724976,-0.5413898,0.009627406,-0.5312293,1.6090082,0.005539546,-0.0128442235,0.0041178344,0.013874691,-0.72938335,-0.0006214939,-0.030458756,0.28760332,-0.0006785492,0.006046978,-0.014736457,0.0034971796,0.08407676,0.02239246,0.0085730385,0.17031303,-0.004043176,-0.01314006,-0.010231422,1.4190948,0.0021878546,-0.013267219,0.0078113955,0.023978382,0.38307723,0.0014250632,0.7735164,0.0036416412,-0.019890115,-0.018978085
GDSC282,O=P1(N(CCCl)CCCl)NCCCO1,-0.111608766,0.016216885,0.72970164,1.7209086,0.752705,0.017073754,-0.26735812,0.01450436,0.002308594,0.0016031638,-0.006447753,-0.017826743,-0.01094012,-0.17060989,-0.0068918616,-0.012975842,0.017749576,0.0055014747,-0.3187132,-0.020342173,0.016195904,0.6361267,0.03393325,2.9794083,-0.010353528,0.004383551,0.00016295165,-1.6341114,-0.06892932,0.01737918,-0.011436105,-0.005263226,0.018300265,-0.0031814259,-0.016760457,-0.016701154,-0.008602982,0.026344495,-1.2325717,0.009047646,-0.013080971,0.0008649379,0.13982451,0.016642839,-0.0031470899,0.0068794116,-0.0112780705,0.0020258874,-0.024938602,1.1423544,0.006111357,0.13975465,1.3347961,0.015370399,1.0852945,0.10754246,-1.0644456,-0.006448656,-0.0098873265,-0.0058072307,1.2070373,0.02477312,-0.0009227954,-1.2051928,-0.0029123724,-0.0041913204,0.014182565,-0.020989552,-0.13960439,0.0020023063,2.0940137,0.0023116209,0.19347003,0.016286798,0.0076697543,-0.018889114,-0.09215687,-0.0011187894,-0.008092351,-0.0050454214,0.0007760897,1.7533691,-1.8655679,0.0038683526,-0.013494052,-1.63532,0.013411033,-0.005562529,-0.116012916,-0.019075641,0.0015106946,0.014419266,-0.0066419,-0.0044731144,0.585114,-0.00077692047,1.051717,-0.62080836,0.03252294,-0.018799681,-0.0025634607,0.018009372,1.0127945,0.0019177347,0.0103254765,0.22124572,0.0049879886,0.0007726932,0.019353708,0.0028660074,0.08968653,-0.01235956,0.01915522,0.31881124,-0.017548433,0.032182503,0.0050590783,-0.8498375,0.006959821,0.021097295,0.00287861,0.009462027,0.0076716626,-0.010007877,-1.3710766,0.00013951538,-0.022001658,0.0109904185
